T/T_c	Y(T)
1e-07	0.0
0.010101108080808082	0.04566100602675988
0.020202116161616164	0.07217612616748377
0.030303124242424245	0.09424334970102016
0.04040413232323233	0.1138096332406961
0.050505140404040416	0.13168667978331497
0.06060614848484849	0.14831262439588752
0.07070715656565658	0.16395853118429907
0.08080816464646466	0.1788072132948862
0.09090917272727274	0.19298959636635601
0.10101018080808083	0.20660370895983837
0.1111111888888889	0.21972551722877762
0.12121219696969698	0.2324155325950378
0.13131320505050506	0.2447230575090734
0.14141421313131317	0.2566890307809264
0.15151522121212124	0.2683480009314223
0.16161622929292932	0.27972953455587324
0.1717172373737374	0.2908592450552797
0.18181824545454547	0.3017595588296847
0.19191925353535358	0.31245029498501325
0.20202026161616166	0.32294910975078117
0.21212126969696973	0.33327184108945473
0.2222222777777778	0.3434327784953881
0.2323232858585859	0.35344487691505794
0.24242429393939396	0.3633199273850626
0.25252530202020207	0.3730686954778785
0.2626263101010101	0.3827010346815815
0.2727273181818182	0.3922259808633944
0.28282832626262633	0.40165183150033645
0.2929293343434344	0.41098621419594644
0.3030303424242425	0.4202361457648899
0.31313135050505053	0.42940808438477013
0.32323235858585864	0.4385079761510111
0.33333336666666674	0.44754129690486255
0.3434343747474748	0.4565130902214671
0.3535353828282829	0.46542800209581003
0.36363639090909095	0.4742903127607005
0.37373739898989905	0.48310396597022176
0.38383840707070715	0.49187259600299243
0.3939394151515152	0.5005995525935318
0.4040404232323233	0.5092879239536634
0.41414143131313136	0.5179405580464901
0.42424243939393946	0.5265600822097536
0.43434344747474757	0.5351489212735988
0.4444444555555556	0.5437093142377638
0.4545454636363637	0.5522433296859067
0.46464647171717177	0.5607528798660444
0.4747474797979799	0.5692397337825864
0.4848484878787879	0.5777055290466301
0.49494949595959603	0.5861517829160092
0.5050505040404041	0.5945799022970258
0.5151515121212121	0.6029911929764551
0.5252525202020202	0.6113868680537762
0.5353535282828283	0.6197680556634522
0.5454545363636364	0.6281358060405752
0.5555555444444444	0.6364910979833484
0.5656565525252526	0.6448348447623706
0.5757575606060606	0.6531678995222925
0.5858585686868687	0.6614910602194481
0.5959595767676769	0.6698050741345706
0.6060605848484849	0.6781106419969286
0.616161592929293	0.6864084217532574
0.626262601010101	0.6946990320130394
0.6363636090909092	0.7029830551978351
0.6464646171717172	0.7112610404205236
0.6565656252525253	0.7195335061176614
0.6666666333333334	0.7278009424581285
0.6767676414141415	0.7360638135463281
0.6868686494949495	0.7443225594395961
0.6969696575757576	0.752577597992724
0.7070706656565657	0.7608293265498745
0.7171716737373738	0.7690781234950791
0.7272726818181818	0.7773243496689138
0.73737368989899	0.7855683496735344
0.747474697979798	0.7938104530677604
0.7575757060606061	0.8020509754598735
0.7676767141414143	0.8102902195187955
0.7777777222222223	0.8185284758962375
0.7878787303030304	0.8267660240795836
0.7979797383838384	0.8350031331720246
0.8080807464646466	0.8432400626144274
0.8181817545454546	0.851477062846538
0.8282827626262627	0.8597143759173438
0.8383837707070708	0.8679522360517592
0.8484847787878789	0.8761908701650016
0.8585857868686869	0.8844304983455669
0.8686867949494951	0.892671334296688
0.8787878030303031	0.9009135857444144
0.8888888111111112	0.9091574548196837
0.8989898191919192	0.9174031384029222
0.9090908272727274	0.9256508284535587
0.9191918353535354	0.9339007123493711
0.9292928434343435	0.9421529729549368
0.9393938515151516	0.950407789302794
0.9494948595959597	0.9586653364112413
0.9595958676767677	0.966925785716429
0.9696968757575758	0.9751893052405166
0.979797883838384	0.9834560597827535
0.989898891919192	0.9917262110996099
0.9999999	0.999999918072166
