T/Tc	Delta/kBTc
1e-07	2.6139199270750932
0.010101108080808082	2.6139127690352417
0.020202116161616164	2.6138747928287196
0.030303124242424245	2.6137876970067624
0.04040413232323233	2.6136367456789373
0.050505140404040416	2.613409086689773
0.06060614848484849	2.6130931084685662
0.07070715656565658	2.612678093402429
0.08080816464646466	2.6121540009813775
0.09090917272727274	2.6115113160356187
0.10101018080808083	2.6107409356342766
0.1111111888888889	2.609834079898129
0.12121219696969698	2.6087822189424097
0.13131320505050506	2.6075770113573813
0.14141421313131317	2.606210248759579
0.15151522121212124	2.604673810024555
0.16161622929292932	2.602959617205975
0.1717172373737374	2.6010595994216192
0.18181824545454547	2.5989656612304666
0.19191925353535358	2.5966696571853976
0.20202026161616166	2.59416337265482
0.21212126969696973	2.5914385109006997
0.2222222777777778	2.5884866863642655
0.2323232858585859	2.585299423259816
0.24242429393939396	2.58186815885729
0.25252530202020207	2.5781842505542487
0.2626263101010101	2.5742389852718497
0.2727273181818182	2.570023590525671
0.28282832626262633	2.5655292457829812
0.2929293343434344	2.5607470935971843
0.3030303424242425	2.5556682495268324
0.31313135050505053	2.550283810371682
0.32323235858585864	2.5445848602888215
0.33333336666666674	2.5385624744912416
0.3434343747474748	2.532207720361083
0.3535353828282829	2.5255116558966377
0.36363639090909095	2.518465325494099
0.37373739898989905	2.5110597531003522
0.38383840707070715	2.5032859328295527
0.3939394151515152	2.495134817131263
0.4040404232323233	2.4865973026407495
0.41414143131313136	2.47766421378239
0.42424243939393946	2.4683262842450353
0.43434344747474757	2.4585741363910896
0.4444444555555556	2.4483982586401902
0.4545454636363637	2.4377889808638553
0.46464647171717177	2.4267364477747995
0.4747474797979799	2.4152305902290623
0.4848484878787879	2.4032610946053596
0.49494949595959603	2.3908173694701293
0.5050505040404041	2.377888510468528
0.5151515121212121	2.364463262170074
0.5252525202020202	2.3505299772605697
0.5353535282828283	2.336076572576078
0.5454545363636364	2.3210904816570483
0.5555555444444444	2.305558603407516
0.5656565525252526	2.2894672463708314
0.5757575606060606	2.2728020680565
0.5858585686868687	2.2555480086471453
0.5959595767676769	2.237689218311874
0.6060605848484849	2.2192089772192944
0.616161592929293	2.200089607189782
0.626262601010101	2.180312373730309
0.6363636090909092	2.1598573770012313
0.6464646171717172	2.1387034299643033
0.6565656252525253	2.116827921667719
0.6666666333333334	2.094206663209104
0.6767676414141415	2.070813713445908
0.6868686494949495	2.046621180914072
0.6969696575757576	2.021598997703869
0.7070706656565657	1.99571466005539
0.7171716737373738	1.9689329293173075
0.7272726818181818	1.9412154854428336
0.73737368989899	1.9125205231903466
0.747474697979798	1.8828022788738215
0.7575757060606061	1.8520104722620487
0.7676767141414143	1.8200896439318122
0.7777777222222223	1.7869783629719926
0.7878787303030304	1.7526082722334122
0.7979797383838384	1.7169029282429744
0.8080807464646466	1.6797763786606787
0.8181817545454546	1.6411314005129618
0.8282827626262627	1.6008572942382455
0.8383837707070708	1.5588270878880925
0.8484847787878789	1.5148939458283528
0.8585857868686869	1.4688864853337251
0.8686867949494951	1.4206025643518427
0.8787878030303031	1.3698008804237924
0.8888888111111112	1.3161893545722445
0.8989898191919192	1.2594086511512068
0.9090908272727274	1.1990080790170006
0.9191918353535354	1.134409058844257
0.9292928434343435	1.0648472639314304
0.9393938515151516	0.9892758685215215
0.9494948595959597	0.906192126998084
0.9595958676767677	0.8132964863907512
0.9696968757575758	0.7067298174155069
0.979797883838384	0.5789914574943457
0.989898891919192	0.4107831833308161
0.9999999	0.0012968002520387617
