T/T_c	C_s/C_n
1e-07	0.0
0.010101108080808082	0.11152187081910335
0.020202116161616164	0.15887240933786223
0.030303124242424245	0.1959873711018393
0.04040413232323233	0.22792718255083438
0.050505140404040416	0.2566367064607277
0.06060614848484849	0.2831067250525962
0.07070715656565658	0.3079226081770725
0.08080816464646466	0.3314642797410898
0.09090917272727274	0.35399513273038197
0.10101018080808083	0.37570704108956915
0.1111111888888889	0.3967453488614231
0.12121219696969698	0.4172237324733861
0.13131320505050506	0.43723350779631104
0.14141421313131317	0.4568496618727946
0.15151522121212124	0.4761348397536883
0.16161622929292932	0.49514198935414616
0.1717172373737374	0.5139161018489199
0.18181824545454547	0.532495349291162
0.19191925353535358	0.5509118460559467
0.20202026161616166	0.5691921828787992
0.21212126969696973	0.5873578538460046
0.2222222777777778	0.6054256474180173
0.2323232858585859	0.623408041986793
0.24242429393939396	0.6413136253918601
0.25252530202020207	0.6591475385022335
0.2626263101010101	0.6769119346937225
0.2727273181818182	0.694606442193816
0.28282832626262633	0.7122286155551865
0.2929293343434344	0.7297743637256248
0.3030303424242425	0.7472383450897496
0.31313135050505053	0.7646143228941893
0.32323235858585864	0.7818954770096331
0.33333336666666674	0.799074672017493
0.3434343747474748	0.8161446811963609
0.3535353828282829	0.8330983692704299
0.36363639090909095	0.8499288386172869
0.37373739898989905	0.8666295410092423
0.38383840707070715	0.883194360417111
0.3939394151515152	0.8996176706626214
0.4040404232323233	0.9158943719991126
0.41414143131313136	0.9320199180193688
0.42424243939393946	0.9479902829761989
0.43434344747474757	0.963802021345108
0.4444444555555556	0.9794522243941517
0.4545454636363637	0.9949384481285375
0.46464647171717177	1.010258767130692
0.4747474797979799	1.0254117013380304
0.4848484878787879	1.0403961980396328
0.49494949595959603	1.0552115986286734
0.5050505040404041	1.0698576040157086
0.5151515121212121	1.0843342483211138
0.5252525202020202	1.098641866063816
0.5353535282828283	1.1127810636215736
0.5454545363636364	1.1267526915969237
0.5555555444444444	1.1405578187358445
0.5656565525252526	1.1541977074881122
0.5757575606060606	1.1676737912391466
0.5858585686868687	1.1809876532219061
0.5959595767676769	1.1941410070596934
0.6060605848484849	1.207135678886781
0.616161592929293	1.2199735910144538
0.626262601010101	1.2326567470216396
0.6363636090909092	1.2451872181984385
0.6464646171717172	1.2575671312984549
0.6565656252525253	1.2697986574228237
0.6666666333333334	1.2818840026461236
0.6767676414141415	1.2938253962498427
0.6868686494949495	1.3056250882364464
0.6969696575757576	1.317285336628648
0.7070706656565657	1.328808404064616
0.7171716737373738	1.3401965506844242
0.7272726818181818	1.351452030922542
0.73737368989899	1.362577087219207
0.747474697979798	1.3735739472937705
0.7575757060606061	1.384444820306619
0.7676767141414143	1.3951918940925756
0.7777777222222223	1.405817332647902
0.7878787303030304	1.4163232738378944
0.7979797383838384	1.4267118276282353
0.8080807464646466	1.4369850745669415
0.8181817545454546	1.4471450644114645
0.8282827626262627	1.4571938150413155
0.8383837707070708	1.4671333118535668
0.8484847787878789	1.476965506520945
0.8585857868686869	1.4866923173296067
0.8686867949494951	1.4963156280549064
0.8787878030303031	1.5058372881927322
0.8888888111111112	1.5152591126721218
0.8989898191919192	1.5245828818748997
0.9090908272727274	1.53381034176488
0.9191918353535354	1.5429432039626871
0.9292928434343435	1.5519831461140787
0.9393938515151516	1.560931812074942
0.9494948595959597	1.569790812274285
0.9595958676767677	1.5785617241107923
0.9696968757575758	1.5872460923814264
0.979797883838384	1.5958454297343763
0.989898891919192	1.6043612171554373
0.9999999	1.608614517238564
